state,year,name,type,city,county,enroll,mmr,overall,schagepop2016,statespending2016
California,2018-19,River Bluff Elementary,Public,Fresno,Fresno,130,98,98,6602,68892072
California,2018-19,River Charter Schools Lighthouse Charter,Public,West Sacramento,Yolo,107,97,97,6602,68892072
California,2018-19,River Glen,Public,San Jose,Santa Clara,59,98,98,6602,68892072
California,2018-19,River Islands Technology Academy Ii,Public,Lathrop,San Joaquin,74,98,98,6602,68892072
California,2018-19,River Montessori Elementary Charter,Public,Petaluma,Sonoma,32,95,95,6602,68892072
California,2018-19,River Oak Charter,Public,Ukiah,Mendocino,42,81,79,6602,68892072
California,2018-19,River Oaks Academy,Public,Westlake Village,Ventura,9,NA,NA,6602,68892072
California,2018-19,River Oaks Elementary,Public,Galt,Sacramento,94,98,98,6602,68892072
California,2018-19,River Springs Charter,Public,Temecula,Riverside,700,88,78,6602,68892072
California,2018-19,Rivera Elementary,Public,Pico Rivera,Los Angeles,107,98,98,6602,68892072
California,2018-19,Riverbank Elementary,Public,West Sacramento,Yolo,84,93,93,6602,68892072
California,2018-19,Riverbank Language Academy,Public,Riverbank,Stanislaus,90,97,94,6602,68892072
California,2018-19,Riverbend Elementary,Public,Yuba City,Sutter,76,98,98,6602,68892072
California,2018-19,Riverdale Assembly Of God Dba Riverdale Christian Academy,Private,Riverdale,Fresno,6,NA,NA,6602,68892072
California,2018-19,Riverdale Elementary,Public,Garden Grove,Orange,71,98,98,6602,68892072
California,2018-19,Rivergold Elementary,Public,Coarsegold,Madera,53,98,96,6602,68892072
California,2018-19,Riverside County Special Education,Public,Riverside,Riverside,21,95,95,6602,68892072
California,2018-19,Riverside Drive Charter,Public,Sherman Oaks,Los Angeles,119,97,97,6602,68892072
California,2018-19,Riverside Elementary,Public,Richmond,Contra Costa,53,98,96,6602,68892072
California,2018-19,Riverside Montessori Academy,Private,Riverside,Riverside,14,NA,NA,6602,68892072
California,2018-19,Riverside Preparatory,Public,Oro Grande,San Bernardino,158,99,98,6602,68892072
California,2018-19,Riverview Elementary,Public,Fresno,Fresno,109,99,99,6602,68892072
California,2018-19,Riverview Elementary,Public,Norco,Riverside,50,98,98,6602,68892072
California,2018-19,Riverview Elementary,Public,Parlier,Fresno,49,95,95,6602,68892072
California,2018-19,Riverview Stem Elementary,Public,Rancho Cordova,Sacramento,60,98,98,6602,68892072
California,2018-19,Riverway Elementary,Public,Visalia,Tulare,123,99,99,6602,68892072
California,2018-19,Riviera Elementary,Public,Kelseyville,Lake,41,93,85,6602,68892072
California,2018-19,Riviera Elementary,Public,Torrance,Los Angeles,108,98,96,6602,68892072
California,2018-19,Riviera Hall Lutheran,Private,Redondo Beach,Los Angeles,18,NA,NA,6602,68892072
California,2018-19,Robbins Elementary,Public,Robbins,Sutter,11,NA,NA,6602,68892072
California,2018-19,Robbins Nest Preschool And Kindergarten,Private,La Crescenta,Los Angeles,18,NA,NA,6602,68892072
California,2018-19,Robert C. Fisler Elementary,Public,Fullerton,Orange,96,98,98,6602,68892072
California,2018-19,Robert Down Elementary,Public,Pacific Grove,Monterey,79,96,94,6602,68892072
California,2018-19,Robert E. Willett Elementary,Public,Davis,Yolo,49,95,94,6602,68892072
California,2018-19,Robert F. Kennedy Elementary,Public,Compton,Los Angeles,114,99,97,6602,68892072
California,2018-19,Robert F. Kennedy Elementary,Public,Los Angeles,Los Angeles,43,95,95,6602,68892072
California,2018-19,Robert F. Kennedy Elementary,Public,San Jose,Santa Clara,67,97,96,6602,68892072
California,2018-19,Robert Heideman Elementary,Public,Tustin,Orange,120,99,99,6602,68892072
California,2018-19,Robert Hill Lane Elementary,Public,Monterey Park,Los Angeles,70,98,98,6602,68892072
California,2018-19,Robert J. Fite Elementary,Public,Sacramento,Sacramento,101,99,99,6602,68892072
California,2018-19,Robert J. Mcgarvey Elementary,Public,Rancho Cordova,Sacramento,127,98,98,6602,68892072
California,2018-19,Robert L. Stevens Elementary,Public,Santa Rosa,Sonoma,90,98,98,6602,68892072
California,2018-19,Robert M. Pyles Stem Academy,Public,Stanton,Orange,94,98,98,6602,68892072
California,2018-19,Robert P. Ulrich Elementary,Public,California City,Kern,182,97,93,6602,68892072
California,2018-19,Robert Randall Elementary,Public,Milpitas,Santa Clara,40,95,95,6602,68892072
California,2018-19,Robert Sanders Elementary,Public,San Jose,Santa Clara,79,98,98,6602,68892072
California,2018-19,Robert Semple Elementary,Public,Benicia,Solano,99,96,96,6602,68892072
California,2018-19,Roberts Ferry Union Elementary,Public,Waterford,Stanislaus,29,86,86,6602,68892072
California,2018-19,Robertson Road Elementary,Public,Modesto,Stanislaus,47,95,95,6602,68892072
California,2018-19,Robinson Academy,Public,Long Beach,Los Angeles,120,99,99,6602,68892072
California,2018-19,Robinson Elementary,Public,Fresno,Fresno,88,98,98,6602,68892072
California,2018-19,Robinson Elementary,Public,Trabuco Canyon,Orange,66,98,95,6602,68892072
California,2018-19,Robla Elementary,Public,Sacramento,Sacramento,70,97,94,6602,68892072
California,2018-19,Roche Elementary,Public,Porterville,Tulare,47,95,95,6602,68892072
California,2018-19,Rock Creek Elementary,Public,Auburn,Placer,69,96,93,6602,68892072
California,2018-19,Rock Creek Elementary,Public,Rocklin,Placer,109,94,89,6602,68892072
California,2018-19,Rock Springs Elementary,Public,Escondido,San Diego,97,98,96,6602,68892072
California,2018-19,Rockdale Visual And Performing Arts Magnet,Public,Los Angeles,Los Angeles,62,84,79,6602,68892072
California,2018-19,Rocketship Academy Brilliant Minds,Public,San Jose,Santa Clara,146,99,99,6602,68892072
California,2018-19,Rocketship Alma Academy,Public,San Jose,Santa Clara,157,98,97,6602,68892072
California,2018-19,Rocketship Delta Prep,Public,Antioch,Contra Costa,133,80,72,6602,68892072
California,2018-19,Rocketship Discovery Prep,Public,San Jose,Santa Clara,133,97,96,6602,68892072
California,2018-19,Rocketship Fuerza Community Prep,Public,San Jose,Santa Clara,151,94,94,6602,68892072
California,2018-19,Rocketship Futuro Academy,Public,Concord,Contra Costa,143,99,99,6602,68892072
California,2018-19,Rocketship Los Suenos Academy,Public,San Jose,Santa Clara,96,95,94,6602,68892072
California,2018-19,Rocketship Mateo Sheedy Elementary,Public,San Jose,Santa Clara,92,98,96,6602,68892072
California,2018-19,Rocketship Mosaic Elementary,Public,San Jose,Santa Clara,107,99,99,6602,68892072
California,2018-19,Rocketship Redwood City,Public,Redwood City,San Mateo,76,97,97,6602,68892072
California,2018-19,Rocketship Rising Stars,Public,San Jose,Santa Clara,190,97,96,6602,68892072
California,2018-19,Rocketship Si Se Puede Academy,Public,San Jose,Santa Clara,79,97,96,6602,68892072
California,2018-19,Rocketship Spark Academy,Public,San Jose,Santa Clara,140,98,96,6602,68892072
California,2018-19,Rockford Elementary,Public,Porterville,Tulare,37,95,95,6602,68892072
California,2018-19,Rocklin Academy,Public,Rocklin,Placer,48,95,95,6602,68892072
California,2018-19,Rocklin Academy At Meyers Street,Public,Rocklin,Placer,23,95,95,6602,68892072
California,2018-19,Rocklin Academy Gateway,Public,Rocklin,Placer,175,99,98,6602,68892072
California,2018-19,Rocklin Elementary,Public,Rocklin,Placer,68,98,98,6602,68892072
California,2018-19,Rocklin Independent Charter Academy,Public,Rocklin,Placer,2,NA,NA,6602,68892072
California,2018-19,Rockwood Elementary,Public,Calexico,Imperial,95,98,98,6602,68892072
California,2018-19,Rocky Hill Elementary,Public,Exeter,Tulare,97,98,98,6602,68892072
California,2018-19,Rocky Point Charter,Public,Redding,Shasta,21,95,95,6602,68892072
California,2018-19,Rod Kelley Elementary,Public,Gilroy,Santa Clara,111,98,97,6602,68892072
California,2018-19,Rodeo Hills Elementary,Public,Rodeo,Contra Costa,125,99,98,6602,68892072
California,2018-19,Rodriguez Elementary,Public,San Diego,San Diego,78,98,96,6602,68892072
California,2018-19,Roeding Elementary,Public,Fresno,Fresno,94,98,98,6602,68892072
California,2018-19,Roennes,Private,Los Angeles,Los Angeles,2,NA,NA,6602,68892072
California,2018-19,Roger Anton Elementary,Public,San Bernardino,San Bernardino,122,98,98,6602,68892072
California,2018-19,Roger S. Oraze Elementary,Public,Fresno,Fresno,163,99,99,6602,68892072
California,2018-19,Rogers Greg Elementary,Public,Chula Vista,San Diego,54,94,94,6602,68892072
California,2018-19,Rohr Fred H. Elementary,Public,Chula Vista,San Diego,29,95,95,6602,68892072
California,2018-19,Rolando Elementary,Public,La Mesa,San Diego,76,98,98,6602,68892072
California,2018-19,Rolando Park Elementary,Public,San Diego,San Diego,52,98,98,6602,68892072
California,2018-19,Rolling Hills Country Day,Private,Rolling Hills Estates,Los Angeles,31,95,95,6602,68892072
California,2018-19,Rolling Hills Elementary,Public,Fairfield,Solano,140,99,99,6602,68892072
California,2018-19,Rolling Hills Elementary,Public,Fullerton,Orange,82,98,98,6602,68892072
California,2018-19,Rolling Hills Elementary,Public,San Diego,San Diego,94,96,96,6602,68892072
California,2018-19,Rolling Ridge Elementary,Public,Chino Hills,San Bernardino,79,98,98,6602,68892072
California,2018-19,Rollingwood Elementary,Public,San Bruno,San Mateo,55,98,96,6602,68892072
California,2018-19,Romero Elementary,Public,Santa Nella,Merced,44,93,89,6602,68892072
California,2018-19,Romoland Elementary,Public,Romoland,Riverside,114,97,96,6602,68892072
California,2018-19,Ron Nunn Elementary,Public,Brentwood,Contra Costa,125,92,92,6602,68892072
California,2018-19,Ronald C. Wornick Jewish Day,Private,Foster City,San Mateo,29,95,95,6602,68892072
California,2018-19,Ronald E. Mcnair Elementary,Public,Compton,Los Angeles,70,98,96,6602,68892072
California,2018-19,Ronald Reagan Elementary,Public,Bakersfield,Kern,140,99,98,6602,68892072
California,2018-19,Ronald Reagan Elementary,Public,Eastvale,Riverside,249,98,97,6602,68892072
California,2018-19,Ronald Reagan Elementary,Public,Palm Desert,Riverside,162,96,93,6602,68892072
California,2018-19,Ronald Reagan Elementary,Public,Wildomar,Riverside,93,98,98,6602,68892072
California,2018-19,Ronald W. Reagan Elementary,Public,Sanger,Fresno,106,97,97,6602,68892072
California,2018-19,Rooftop Elementary,Public,San Francisco,San Francisco,65,98,94,6602,68892072
California,2018-19,Roosevelt,Public,Pasadena,Los Angeles,37,95,95,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Bakersfield,Kern,95,98,98,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Burlingame,San Mateo,68,91,82,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Compton,Los Angeles,97,98,98,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Dinuba,Tulare,116,99,99,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Fresno,Fresno,83,98,95,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Hanford,Kings,87,95,93,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Lindsay,Tulare,54,98,98,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Long Beach,Los Angeles,199,98,97,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Lynwood,Los Angeles,91,97,87,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Pomona,Los Angeles,112,98,96,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Redwood City,San Mateo,84,96,95,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Salinas,Monterey,66,98,98,6602,68892072
California,2018-19,Roosevelt Elementary,Public,San Bernardino,San Bernardino,164,99,99,6602,68892072
California,2018-19,Roosevelt Elementary,Public,San Gabriel,Los Angeles,74,98,98,6602,68892072
California,2018-19,Roosevelt Elementary,Public,San Leandro,Alameda,111,99,99,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Santa Barbara,Santa Barbara,98,98,96,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Santa Monica,Los Angeles,143,94,93,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Stockton,San Joaquin,45,95,95,6602,68892072
California,2018-19,Roosevelt Elementary,Public,Tulare,Tulare,150,99,99,6602,68892072
California,2018-19,Roosevelt Theodore Elementary,Public,Anaheim,Orange,38,95,95,6602,68892072
California,2018-19,Rorimer Elementary,Public,La Puente,Los Angeles,62,98,98,6602,68892072
California,2018-19,Rosa Parks Elementary,Public,Corona,Riverside,230,98,97,6602,68892072
California,2018-19,Rosa Parks Elementary,Public,Lynwood,Los Angeles,66,88,86,6602,68892072
California,2018-19,Rosa Parks Elementary,Public,Sacramento,Sacramento,41,95,95,6602,68892072
California,2018-19,Rosa Parks Elementary,Public,San Diego,San Diego,161,99,99,6602,68892072
California,2018-19,Rosa Parks Environmental Science,Public,Berkeley,Alameda,69,98,97,6602,68892072
California,2018-19,Rosa Parks Learning Center,Public,North Hills,Los Angeles,97,98,98,6602,68892072
California,2018-19,Rosamond Elementary,Public,Rosamond,Kern,231,96,95,6602,68892072
California,2018-19,Roscoe Elementary,Public,Sun Valley,Los Angeles,106,97,95,6602,68892072
California,2018-19,Roscomare Road Elementary,Public,Los Angeles,Los Angeles,108,98,95,6602,68892072
California,2018-19,Rose Avenue Elementary,Public,Modesto,Stanislaus,72,98,98,6602,68892072
California,2018-19,Rose Avenue Elementary,Public,Oxnard,Ventura,93,98,98,6602,68892072
California,2018-19,Rose Drive Elementary,Public,Yorba Linda,Orange,112,95,95,6602,68892072
California,2018-19,Rose Elementary,Public,Escondido,San Diego,109,99,95,6602,68892072
California,2018-19,Rose Ferrero Elementary,Public,Soledad,Monterey,95,98,98,6602,68892072
California,2018-19,Rosebank Elementary,Public,Chula Vista,San Diego,84,98,98,6602,68892072
California,2018-19,Rosecrans Elementary,Public,Compton,Los Angeles,80,98,98,6602,68892072
California,2018-19,Rosedale Elementary,Public,Chico,Butte,98,98,97,6602,68892072
California,2018-19,Rosedalenorth Elementary,Public,Bakersfield,Kern,80,98,98,6602,68892072
California,2018-19,Rosedell Elementary,Public,Saugus,Los Angeles,111,99,99,6602,68892072
California,2018-19,Roseland Creek Elementary,Public,Santa Rosa,Sonoma,70,98,98,6602,68892072
California,2018-19,Roseland Elementary,Public,Santa Rosa,Sonoma,76,98,97,6602,68892072
California,2018-19,Rosemary,Public,Campbell,Santa Clara,96,98,97,6602,68892072
California,2018-19,Rosemary Kennedy Elementary,Public,Riverside,Riverside,74,98,98,6602,68892072
California,2018-19,Roses In Concrete,Public,Oakland,Alameda,52,98,96,6602,68892072
California,2018-19,Rosewood Avenue Elementary,Public,Los Angeles,Los Angeles,41,95,95,6602,68892072
California,2018-19,Rosewood Park,Public,City Of Commerce,Los Angeles,94,98,98,6602,68892072
California,2018-19,Rosita Elementary,Public,Santa Ana,Orange,84,98,98,6602,68892072
California,2018-19,Ross Betsy Elementary,Public,Anaheim,Orange,177,97,95,6602,68892072
California,2018-19,Ross Elementary,Public,Ross,Marin,47,95,95,6602,68892072
California,2018-19,Ross Elementary,Public,San Diego,San Diego,43,95,95,6602,68892072
California,2018-19,Ross Valley Charter,Public,Fairfax,Marin,31,94,81,6602,68892072
California,2018-19,Rossmoor Elementary,Public,Los Alamitos,Orange,137,99,98,6602,68892072
California,2018-19,Rother Elementary,Public,Redding,Shasta,58,97,95,6602,68892072
California,2018-19,Round Meadow Elementary,Public,Calabasas,Los Angeles,88,92,91,6602,68892072
California,2018-19,Round Valley Elementary,Public,Bishop,Inyo,21,90,81,6602,68892072
California,2018-19,Round Valley Elementary,Public,Covelo,Mendocino,30,87,83,6602,68892072
California,2018-19,Routenstein Royal Academy,Private,Los Angeles,Los Angeles,NA,NA,NA,6602,68892072
California,2018-19,Rowan Avenue Elementary,Public,Los Angeles,Los Angeles,146,99,99,6602,68892072
California,2018-19,Rowan Elementary,Public,San Diego,San Diego,46,95,95,6602,68892072
California,2018-19,Rowell Elementary,Public,Fresno,Fresno,117,98,97,6602,68892072
California,2018-19,Rowland Assistive Technology Academy,Public,La Puente,Los Angeles,NA,NA,NA,6602,68892072
California,2018-19,Rowland Avenue Elementary,Public,West Covina,Los Angeles,158,99,99,6602,68892072
California,2018-19,Rowland Elementary,Public,Rowland Heights,Los Angeles,57,98,98,6602,68892072
California,2018-19,Roy Cloud Elementary,Public,Redwood City,San Mateo,86,98,98,6602,68892072
California,2018-19,Roy Herburger Elementary,Public,Elk Grove,Sacramento,125,99,99,6602,68892072
California,2018-19,Roy O. Andersen Elementary,Public,Newport Beach,Orange,51,96,96,6602,68892072
California,2018-19,Roy W. Loudon Elementary,Public,Bakersfield,Kern,147,99,97,6602,68892072
California,2018-19,Royal Oaks Elementary,Public,Visalia,Tulare,119,99,98,6602,68892072
California,2018-19,Royal Oaks Steam Academy K8,Public,Bradbury,Los Angeles,50,98,98,6602,68892072
California,2018-19,Ruby Bridges Elementary,Public,Alameda,Alameda,94,98,98,6602,68892072
California,2018-19,Ruby Drive Elementary,Public,Placentia,Orange,45,95,93,6602,68892072
California,2018-19,Rucker Elementary,Public,Gilroy,Santa Clara,69,97,96,6602,68892072
California,2018-19,Rudolph Rivera Elementary,Public,Merced,Merced,129,99,99,6602,68892072
California,2018-19,Ruhkala Elementary,Public,Rocklin,Placer,48,90,85,6602,68892072
California,2018-19,Running Springs Elementary,Public,Anaheim,Orange,140,96,94,6602,68892072
California,2018-19,Ruskin Elementary,Public,San Jose,Santa Clara,90,98,98,6602,68892072
